Hanzi	Definition	Pinyin	Pinyin2	HSK	Formation	Examples
福	good fortune, happiness, luck, blessing, abbr. for Fujian province	fú		4	Pictophonetic - Spirit 礻 suggests the meaning while 畐 provides the pronunciation.	幸福[xìngfú]: blessed, happiness, happy<br>祝福[zhùfú]: blessings, wish well<br>福利[fúlì]: (material) welfare, well-being
纳	to receive, to take, to accept, to admit, to adopt	nà		5	Pictophonetic - Silk 纟 with the phonetic component 内 (inside)	归纳[guīnà]: to sum up, to summarize, to conclude from facts, induction (method of deduction in logic)<br>容纳[róngnà]: to hold, to contain, to accommodate, to tolerate (different opinions)<br>缴纳[jiǎonà]: to pay (taxes etc)
欢	happy, pleased, glad, joy, enjoy	huān		1	Pictophonetic - Simplified form of 歡, blowing 欠 with 雚 (phonetic)	喜欢[xǐhuan]: to like, to be fond of<br>欢迎[huānyíng]: to welcome, welcome<br>欢乐[huānlè]: gaiety, gladness, glee, merriment, pleasure
雷	thunder, surname Lei	léi		5	Ideograph - Thunder causes raining 雨 on the fields 田	雷达[léidá]: radar (loanword)<br>地雷[dìléi]: landmine<br>大发雷霆[dàfāléitíng]: to be furious, to fly into a terrible rage
警	to guard, to watch, to warn, to admonish, alert	jǐng		4	Pictophonetic - Speech 言 suggests the meaning while 敬 provides the pronunciation.	警察[jǐngchá]: police, policeman<br>报警[bàojǐng]: to give a warning, to sound an alarm, to report something to the police, warning, omen<br>警告[jǐnggào]: to warn, to admonish
获	to obtain, to get, to receive, to seize, to reap	huò		4	Pictophonetic - Simplified form of 獲. Dog 犭 suggests the meaning while 蒦 provides the pronunciation.	获得[huòdé]: to obtain, to receive, to get<br>收获[shōuhuò]: benefit, reward<br>查获[cháhuò]: to investigate and capture (a criminal), to ferret out, to hunt down and arrest
模	imitate, model, norm, pattern, standard	mó	mú	5	Pictophonetic - Wood 木 suggests the meaning while 莫 provides the pronunciation.	模仿[mófǎng]: to imitate, to copy, to emulate, to mimic, model<br>模特[mótè]: (fashion) model<br>模糊[móhu]: vague, indistinct, fuzzy
充	fill, satisfy, fulfill, to act in place of, substitute	chōng		5	Ideograph - Raise 育 (altered) until standing 儿	充分[chōngfèn]: full, abundant<br>充满[chōngmǎn]: full of, brimming with, very full, permeated<br>充电器[chōngdiànqì]: battery charger
负	load, burden, to carry, to bear, negative	fù		4	Idegraph - a person 人 carrying a load of shells	负责[fùzé]: to be in charge of, to take responsibility for, to be to blame, conscientious<br>抱负[bàofù]: aspiration, ambition<br>欺负[qīfu]: to bully
云	cloud, abbr. for Yunnan province in southwest China, surname Yun	yún		4	Pictograph - picture of clouds	乌云[wūyún]: black cloud<br>云彩[yúncǎi]: cloud<br>云霄[yúnxiāo]: (the) skies
停	to stop, to halt, to park (a car), suspend, delay	tíng		4	Pictophonetic - A person 亻stops by a pavilion 亭. Person 亻 suggests the meaning while 亭 provides the pronunciation.	停泊[tíngbó]: anchorage, mooring (of a ship)<br>停滞[tíngzhì]: stagnate<br>停顿[tíngdùn]: pause, halt
木	tree, wood, lumber, wooden, Kangxi radical number 75	mù		5	Pictograph - Picture of a tree with branches above ground and roots in the bottom	木头[mùtóu]: slow-witted, blockhead, log, wood, timber<br>麻木[mámù]: numb, insensitive, apathetic<br>伐木[fámù]: to cut wood, tree-felling, lumbering
游	to walk, to tour, to roam, to travel, to float	yóu		2	Pictophonetic - Water 氵 suggests the meaning while 斿 provides the pronunciation.	旅游[lǚyóu]: trip, journey, tourism, travel, tour<br>游泳[yóuyǒng]: swimming, to swim<br>游戏[yóuxì]: tour-play, game, recreation
龙	dragon, symbolic of emperor, Kangxi radical 212	lóng		5	Pictograph - Simplified form of 龍, picture of a dragon along with a child 童	水龙头[shuǐlóngtóu]: faucet, tap<br>乌龙[wūlóng]: black dragon, unexpected mistake or mishap, oolong (tea)<br>乌龙茶[wūlóngchá]: Oolong tea
树	tree, plant, to set up, to establish	shù		3	Pictophonetic - Tree 木 suggests the meaning while 对 provides the pronunciation.	树立[shùlì]: to set up, to establish<br>树林[shùlín]: woods, grove, forest<br>圣诞树[shèngdànshù]: Christmas tree
疑	to doubt, to misbelieve, to suspect, to question	yí		4	Ideograph - A person 匕 with an arrow 矢 stops 疋, suspecting something	怀疑[huáiyí]: to doubt, to suspect, doubt, suspicion, skeptical<br>疑问[yíwèn]: doubt, query, question<br>嫌疑[xiányí]: suspicion, (be) suspected (of)
层	layer, stratum, laminated, floor (of a building), storey	céng		3	Pictophonetic - Simplified form of 層, corpse 尸 with the phonetic component 曾 (used to)	层出不穷[céngchūbùqióng]: more and more emerge, innumerable succession, breeding like flies<br>层次[céngcì]: arrangement of ideas, administrative level, level, stage, phase<br>阶层[jiēcéng]: hierarchy, stratum
冷	cold, lonely, cool	lěng		1	Pictophonetic - Ice 冫 with the phonetic component 令 (order)	冷静[lěngjìng]: calm, cool-headed<br>冷淡[lěngdàn]: cold, indifferent<br>冷却[lěngquè]: to cool off, cooling
洲	continent, island, islet	zhōu		4	Pictophonetic - Water氵 suggests the meaning while 州 provides the pronunciation.	亚洲[yàzhōu]: Asia, Asian<br>欧洲[ōuzhōu]: Europe, European<br>非洲[fēizhōu]: Africa
冲	wash away, wash with running water, rinse, flush, soar	chōng	chòng	5	Pictophonetic - Simplified form of 沖, wash with water 冫, 中 is the phonetic component	冲击[chōngjī]: an attack, under attack, a shock<br>冲动[chōngdòng]: impetus, impulse, emotional impulse, impulsive<br>冲突[chōngtū]: conflict, to conflict, clash of opposing forces, collision (of interests), contention
射	to shoot, to eject, to issue forth, to emit	shè		5	Ideograph - A bow 身 strected by a hand 寸	射击[shèjī]: to shoot, to fire (a gun)<br>反射[fǎnshè]: to reflect, reflection (from a mirror etc), reflex (i.e. automatic reaction of organism)<br>发射[fāshè]: to shoot (a projectile), to fire (a rocket), to launch, to emit (a particle), to discharge
略	plan, strategy, outline, summary, slightly	lüè		5	Pictophonetic - Picture of a form 田 suggests the meaning while 各 provides the pronunciation.	省略[shěnglüè]: to leave out, an omission<br>侵略[qīnlüè]: invasion, encroachment<br>忽略[hūlüè]: to neglect, to overlook, to ignore
范	pattern, model, example, surname Fan	fàn		5	Pictophonetic - Grass 艹 indicates the meaning while 氾 provides the sound	范围[fànwéi]: scope, limits, range<br>师范[shīfàn]: teacher-training, pedagogical, normal (school, e.g. Beijing Normal University)<br>模范[mófàn]: model, fine example
竟	finally, after all, at last, unexpectedly, actually	jìng		4	Ideograph - Person 儿 concluding with a musical 音 performance	究竟[jiūjìng]: after all (when all is said and done), actually, outcome, result<br>竟然[jìngrán]: unexpectedly, to one's surprise, in spite of everything, in that crazy way, actually<br>毕竟[bìjìng]: after all, all in all, when all is said and done, in the final analysis
句	sentence, clause, phrase, measure word for phrases or lines of verse	jù	gōu	3	Ideograph - Phrases from the mouth 口. 勹 provides sound	句子[jùzǐ]: sentence<br>句号[jùhào]: period (punct.)<br>换句话说[huànjùhuàshuō]: in other words
室	room, home, house, chamber	shì		2	Pictophonetic - Room 宀 suggests the meaning while 至 provides the pronunciation.	教室[jiàoshì]: classroom<br>办公室[bàngōngshì]: office<br>卧室[wòshì]: bedroom
异	different, other, unusual, strange, surprising	yì		6	Pictograph - A person 共 wearing a mask田	优异[yōuyì]: exceptional, outstandingly good<br>异常[yìcháng]: exceptional, abnormal, an anomaly<br>日新月异[rìxīnyuèyì]: daily renewal, monthly change, every day sees new developments, rapid progress
激	to arouse, to incite, to excite, to stimulate, sharp	jī		4	Pictophonetic - Water 氵 suggests the meaning while 敫 provides the pronunciation.	激动[jīdòng]: to excite, to agitate, exciting<br>冰激凌[bīngjīlíng]: ice cream<br>刺激[cìjī]: to provoke, to irritate, to upset, to stimulate, to excite
汉	Chinese, a man, a fellow, the Han dynasty (206 BC-220 AD)	hàn		1	Pictophonetic - Simplified form of 漢, water 氵 with 堇 (phonetic)	汉语[hànyǔ]: Chinese, the Chinese language<br>汉堡[hànbǎo]: Hamburg (German city)<br>流浪汉[liúlànghàn]: tramp, wanderer
村	village, hamlet, countryside, simple-minded, vulgar	cūn		5	Pictophonetic - Wood 木 with inch 寸 (phonetic)	农村[nóngcūn]: rural area, countryside<br>乡村[xiāngcūn]: rustic, village, countryside<br>村子[cūnzi]: village
哈	laughter, yawn, abbr. for Kazakhstan	hā	hà, hǎ	5	Pictophonetic - Mouth 口 suggests the meaning while 合 provides the pronunciation.	哈佛[hāfó]: Harvard (university)<br>哈哈[hāhā]: ha-ha (the sound of laughing)<br>曼哈顿[mànhādùn]: Manhattan island, Manhattan borough of New York City
策	method, plan, policy, scheme, to whip	cè		6	Pictophonetic - Bamboo 竹 suggests the meaning while 朿 provides the pronunciation.	决策[juécè]: strategic decision, decision-making, policy decision, to determine policy<br>对策[duìcè]: countermeasure for dealing with a situation<br>政策[zhèngcè]: policy
演	to perform, to put on, to exercise, to develop, to evolve	yǎn		4	Pictophonetic - Water 氵 suggests the meaning while 寅 provides the pronunciation.	演出[yǎnchū]: perform, put on a show, performance<br>演员[yǎnyuán]: actor or actress, performer<br>表演[biǎoyǎn]: perform, act, play, demonstrate
简	simple, terse, succinct, a letter	jiǎn		3	Pictophonetic - Bamboo 竹 suggests the meaning while 间 provides the pronunciation.	简单[jiǎndān]: simple, not complicated<br>简历[jiǎnlì]: Curriculum Vitae (CV), résumé (resume), biographical notes<br>简直[jiǎnzhí]: simply, utterly, totally, at all, virtually
卡	card, punch card, to check, to stop, to block	kǎ	qiǎ	3	Ideograph - Stuck between above 上 and below 下	信用卡[xìnyòngkǎ]: credit card<br>卡车[kǎchē]: lorry, truck<br>卡通[kǎtōng]: cartoon
罪	guilt, crime, fault, blame, sin	zuì		6	Ideograph - a net 罒 of fault 非	受罪[shòuzuì]: to endure, to suffer, hardships, torments, a hard time<br>得罪[dézuì]: offend<br>罪犯[zuìfàn]: criminal
判	to judge, to sentence, to discriminate, to discern	pàn		4	Pictophonetic - Knife刂 with the phonetic component 半 (half)	判断[pànduàn]: judge, decide, judgement<br>谈判[tánpàn]: negotiate<br>判决[pànjué]: judgment (by a court of law)
担	to undertake, to carry, to shoulder, to bear, to take responsibility	dān	dàn	3	Pictophonetic - hand 扌 suggests the meaning while 旦 provides the sound	担心[dānxīn]: anxious, worried, uneasy, to worry, to be anxious<br>承担[chéngdān]: to undertake, to assume (responsibility etc)<br>担任[dānrèn]: to hold a governmental office or post, to assume office of, to take charge of, to serve as
州	state, province, sub-prefecture	zhōu		6	Pictograph - Picture of islands in water	加州[jiāzhōu]: California<br>州长[zhōuzhǎng]: governor (of a province or colony), US state governor<br>德州[dézhōu]: Texas (US state)
静	quiet, still, calm, not moving, gentle	jìng		3	Pictophonetic - Green 青 suggests the meaning while 争 provides the pronunciation.	安静[ānjìng]: quiet, peaceful, calm<br>冷静[lěngjìng]: calm, cool-headed<br>平静[píngjìng]: tranquil, undisturbed, serene
退	to retreat, to decline, to move back, to withdraw, to step back	tuì		5	Pictophonetic - Walk 辶 suggests the meaning while 艮 provides the pronunciation.	退休[tuìxiū]: retirement (from work)<br>退步[tuìbù]: degenerate, regress<br>撤退[chètuì]: to retreat
既	already, since, both... (and...), since, then	jì		4	Pictophonetic - Meal 皀 (altered) swallowed 旡. 旡 provides the sound	既然[jìrán]: since, as, this being the case<br>一如既往[yīrújìwǎng]: just as in the past, as before, continuing as always<br>既定[jì yòu]: as well as, already, once again, both ... and
衣	clothes, clothing, dress, appare, garments	yī		1	Pictophonetic - Picture of a upper-body dress	衣服[yīfú]: clothes, clothing, garment, coat<br>衣裳[yīshāng]: clothes<br>上衣[shàngyī]: coat, upper outer garment
您	honorific for 'you'	nín		2	Pictophonetic - Heart 心 suggests the meaning while 你 provides the pronunciation.	您好[nínhǎo]: hello (polite)<br>不瞒您说[bùmánnínshuō]: to tell you the truth, as a matter of fact<br>您早[nínzǎo]: good morning (respectfully)
宗	school, sect, purpose, model, ancestor	zōng		6	Ideograph - An altar 示 under the roof 宀	宗教[zōngjiào]: religion<br>宗旨[zōngzhǐ]: objective, aim, goal<br>正宗[zhèngzōng]: authentic, orthodox school
积	to amass, to accumulate, to store, measured quantity (such as area of volume), product (the result of multiplication)	jī		4	Pictophonetic - Simplified form of 積. Grain 禾 suggests the meaning while 只 (責) provides the pronunciation.	积极[jījí]: active, energetic, vigorous, positive (outlook), proactive<br>积累[jīlěi]: to accumulate, accumulation, cumulative, cumulatively<br>面积[miànjī]: surface area
余	extra, surplus, remaining, remainder after division, (following numerical value) or more	yú		5	Ideograph - Picture of a house where extra food is stored	业余[yèyú]: spare time, amateur, extra-curricular<br>其余[qíyú]: the rest, the others, remaining, remainder, apart from them<br>多余[duōyú]: superfluous, unnecessary, surplus
痛	ache, pain, sorrow	tòng		5	Pictophonetic - Illness 疒 suggests the meaning while 甬 provides the pronunciation.	痛快[tòngkuài]: overjoyed, delighted, happily, heartily, enjoying<br>痛苦[tòngkǔ]: painful, suffering<br>头痛[tóutòng]: to have a headache
检	to check, to examine, to inspect	jiǎn		3	Pictophonetic - Examine with a wooden tool. Tree 木 suggests the meaning while 佥 provides the pronunciation.	检查[jiǎnchá]: check up, inspect, self-criticism<br>检讨[jiǎntǎo]: to examine or inspect, self-criticism, review<br>检验[jiǎnyàn]: to inspect, to examine, to test
差	difference, discrepancy, to differ, error, to err	chā	chà, chāi, cī	3	Ideograph - A sheep 羊 cannot do a good work 工	出差[chūchāi]: to go on an official or business trip<br>差不多[chàbuduō]: almost, nearly, more or less<br>差距[chājù]: disparity, gap
富	abundant, ample, rich, wealthy	fù		4	Ideograph - Full house 宀 of wine 畐	丰富[fēngfù]: to enrich, rich, plentiful, abundant<br>富裕[fùyù]: prosperous, well-to-do, well-off<br>财富[cáifù]: wealth, riches
